 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.151928389D+01  0.621503174D+01 -0.396196663D+00  0.325260652D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.445351124D+01
 0.151881468D+01  0.622550713D+01 -0.393238753D+00  0.000000000D+00  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.428608227D+01
 0.151838172D+01  0.623578495D+01 -0.390411079D+00  0.162630326D-18 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.412009955D+01
 0.151799416D+01  0.624584526D+01 -0.387722611D+00 -0.271050543D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.395762587D+01
 0.151766419D+01  0.625565745D+01 -0.385180295D+00  0.271050543D-19  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.380042458D+01
 0.151740801D+01  0.626517475D+01 -0.382797360D+00 -0.542101086D-19 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.365045166D+01
 0.151724529D+01  0.627433091D+01 -0.380578935D+00 -0.135525272D-19 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.350921512D+01
 0.157072127D+01  0.628310393D+01 -0.372940063D+00 -0.108420217D-18 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.357314968D+01
 0.157071352D+01  0.861476256D-02 -0.370562494D+00 -0.108420217D-18 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.338565993D+01
 0.157054424D+01  0.176813861D-01 -0.368226826D+00  0.135525272D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.318829179D+01
 0.157025325D+01  0.270531985D-01 -0.365950763D+00  0.000000000D+00  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.298810959D+01
 0.156987238D+01  0.366838212D-01 -0.363742828D+00  0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.278976369D+01
 0.156942594D+01  0.465417665D-01 -0.361615837D+00  0.271050543D-19  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.259592342D+01
 0.156893289D+01  0.566051464D-01 -0.359582633D+00  0.542101086D-19 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.240959239D+01
 0.156840658D+01  0.668606555D-01 -0.357653171D+00  0.000000000D+00 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.223473215D+01
 0.156785715D+01  0.773005247D-01 -0.355832934D+00  0.000000000D+00  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.207430315D+01
 0.156729198D+01  0.879206653D-01 -0.354124367D+00  0.271050543D-19  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.193127084D+01
 0.156671679D+01  0.987199674D-01 -0.352528304D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.180819428D+01
 0.156613564D+01  0.109699188D+00 -0.351043343D+00 -0.813151629D-19  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.170687926D+01
 0.156555200D+01  0.120860617D+00 -0.349666297D+00 -0.271050543D-19 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.162804496D+01
 0.156496835D+01  0.132207580D+00 -0.348392308D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.157102001D+01
 0.156438708D+01  0.143744148D+00 -0.347215056D+00 -0.542101086D-19 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.153368151D+01
 0.156380999D+01  0.155475194D+00 -0.346127033D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.151262319D+01
 0.156323874D+01  0.167406000D+00 -0.345119566D+00  0.000000000D+00 -0.108420217D-18 -0.433680869D-18  0.100000000D+01  0.150361156D+01
 0.156267500D+01  0.179542413D+00 -0.344183207D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.150212514D+01
 0.156212020D+01  0.191890620D+00 -0.343307853D+00  0.000000000D+00 -0.108420217D-18 -0.433680869D-18  0.100000000D+01  0.150378418D+01
 0.156157565D+01  0.204457396D+00 -0.342482984D+00 -0.108420217D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.150472271D+01
 0.156104291D+01  0.217249672D+00 -0.341698021D+00  0.542101086D-19  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.150176525D+01
 0.156052327D+01  0.230275185D+00 -0.340942472D+00  0.000000000D+00  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.149244714D+01
 0.156001794D+01  0.243541630D+00 -0.340206116D+00 -0.542101086D-19  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.147507834D+01
 0.155952847D+01  0.257057578D+00 -0.339479208D+00 -0.542101086D-19 -0.108420217D-18  0.433680869D-18  0.100000000D+01  0.144864678D+01
 0.155905616D+01  0.270831807D+00 -0.338753045D+00  0.108420217D-18 -0.271050543D-19 -0.433680869D-18  0.100000000D+01  0.141281605D+01
 0.155860221D+01  0.284873973D+00 -0.338024557D+00 -0.542101086D-19  0.108420217D-18  0.000000000D+00  0.100000000D+01  0.136755228D+01
 0.155816782D+01  0.299194053D+00 -0.337279409D+00 -0.108420217D-18  0.271050543D-19  0.216840434D-18  0.100000000D+01  0.131253278D+01
 0.155775392D+01  0.313803404D+00 -0.336512715D+00 -0.108420217D-18 -0.271050543D-19  0.000000000D+00  0.100000000D+01  0.124920452D+01
 0.155736160D+01  0.328713626D+00 -0.335728854D+00  0.108420217D-18 -0.813151629D-19  0.216840434D-18  0.100000000D+01  0.117996132D+01
 0.155699158D+01  0.343937517D+00 -0.334921509D+00  0.000000000D+00 -0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.110640287D+01
 0.155664492D+01  0.359487868D+00 -0.334090173D+00 -0.108420217D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.103054953D+01
 0.155632234D+01  0.375378941D+00 -0.333235919D+00  0.542101086D-19  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.954546332D+00
 0.155602479D+01  0.391625463D+00 -0.332361907D+00 -0.542101086D-19 -0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.880616248D+00
 0.155575311D+01  0.408243236D+00 -0.331474036D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.810982525D+00
 0.155550826D+01  0.425248782D+00 -0.330581307D+00  0.108420217D-18  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.747857749D+00
 0.155529082D+01  0.442659814D+00 -0.329696208D+00 -0.542101086D-19  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.693583012D+00
 0.155510175D+01  0.460494880D+00 -0.328835279D+00 -0.108420217D-18 -0.271050543D-19 -0.216840434D-18  0.100000000D+01  0.650870502D+00
 0.155494177D+01  0.478773861D+00 -0.328019381D+00  0.108420217D-18  0.271050543D-19  0.000000000D+00  0.100000000D+01  0.623130262D+00
 0.155481183D+01  0.497517576D+00 -0.327273667D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.614467144D+00
 0.155471265D+01  0.516748367D+00 -0.326627165D+00 -0.108420217D-18  0.491279109D-19  0.000000000D+00  0.100000000D+01  0.628916025D+00
 0.155464518D+01  0.536489685D+00 -0.326111436D+00  0.108420217D-18 -0.406575815D-19  0.000000000D+00  0.100000000D+01  0.668879569D+00
 0.155461025D+01  0.556766673D+00 -0.325758636D+00  0.108420217D-18 -0.271050543D-19  0.000000000D+00  0.100000000D+01  0.733665288D+00
 0.155460882D+01  0.577605702D+00 -0.325598925D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.819183171D+00
 0.155464160D+01  0.599035055D+00 -0.325657189D+00  0.216840434D-18 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.918739378D+00
 0.155470955D+01  0.621084735D+00 -0.325950026D+00  0.216840434D-18 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.102417409D+01
 0.155481327D+01  0.643787437D+00 -0.326483607D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.112688923D+01
 0.155495310D+01  0.667178245D+00 -0.327253163D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.121877956D+01
 0.155512929D+01  0.691294449D+00 -0.328244150D+00  0.216840434D-18 -0.108420217D-18 -0.406575815D-19  0.100000000D+01  0.129300618D+01
 0.155534220D+01  0.716175621D+00 -0.329437315D+00  0.000000000D+00  0.216840434D-18 -0.677626358D-20  0.100000000D+01  0.134452963D+01
 0.155559230D+01  0.741863686D+00 -0.330808908D+00  0.216840434D-18  0.216840434D-18 -0.677626358D-19  0.100000000D+01  0.137079143D+01
 0.155587995D+01  0.768403256D+00 -0.332345069D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.137110496D+01
 0.155620551D+01  0.795841426D+00 -0.334042370D+00  0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.134674609D+01
 0.155656946D+01  0.824228278D+00 -0.335911572D+00  0.000000000D+00  0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.130079389D+01
 0.155697226D+01  0.853616856D+00 -0.337979376D+00  0.000000000D+00  0.000000000D+00  0.162630326D-18  0.100000000D+01  0.123630786D+01
 0.155741453D+01  0.884063204D+00 -0.340284139D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.115628576D+01
 0.155789673D+01  0.915626453D+00 -0.342880577D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.106372130D+01
 0.155841947D+01  0.948369017D+00 -0.345829725D+00 -0.216840434D-18  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.962631106D+00
 0.155898344D+01  0.982356619D+00 -0.349196970D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.861910284D+00
 0.155958950D+01  0.101765821D+01 -0.353047758D+00 -0.216840434D-18  0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.783571720D+00
 0.156023824D+01  0.105434613D+01 -0.357445627D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.773177326D+00
 0.156093037D+01  0.109249671D+01 -0.362450957D+00 -0.108420217D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.888689876D+00
 0.156166589D+01  0.113219029D+01 -0.368119776D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.115741360D+01
 0.156244493D+01  0.117350953D+01 -0.374501228D+00 -0.108420217D-18  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.157208312D+01
 0.156326771D+01  0.121653898D+01 -0.381632388D+00  0.108420217D-18  0.677626358D-20 -0.216840434D-18  0.100000000D+01  0.212301159D+01
 0.156413448D+01  0.126136445D+01 -0.389530987D+00  0.433680869D-18 -0.135525272D-19 -0.216840434D-18  0.100000000D+01  0.280922389D+01
 0.156504559D+01  0.130807200D+01 -0.398182571D+00  0.433680869D-18 -0.542101086D-19  0.216840434D-18  0.100000000D+01  0.363536406D+01
 0.156600153D+01  0.135674734D+01 -0.407529324D+00  0.433680869D-18 -0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.460769415D+01
 0.156700242D+01  0.140747435D+01 -0.417447090D+00 -0.867361738D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.573072767D+01
 0.156804860D+01  0.146033430D+01 -0.427734613D+00  0.000000000D+00 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.700514031D+01
 0.156914008D+01  0.151540448D+01 -0.438095897D+00  0.000000000D+00  0.000000000D+00 -0.813151629D-19  0.100000000D+01  0.842606068D+01
 0.157027674D+01  0.157275751D+01 -0.447982192D+00 -0.346944695D-17  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.997039986D+01
 0.157141733D+01  0.163042933D+01 -0.456674963D+00  0.000000000D+00  0.542101086D-19  0.000000000D+00  0.100000000D+01  0.115902529D+02
 0.157255185D+01  0.168802186D+01 -0.463573217D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.132353554D+02
 0.157367659D+01  0.174545850D+01 -0.468154877D+00 -0.346944695D-17 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.148719873D+02
 0.157478774D+01  0.180266550D+01 -0.469928026D+00  0.346944695D-17  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.164736118D+02
 0.157588100D+01  0.185957366D+01 -0.468449026D+00 -0.346944695D-17 -0.433680869D-18 -0.433680869D-18  0.100000000D+01  0.180157070D+02
 0.157695162D+01  0.191612031D+01 -0.463294566D+00  0.346944695D-17  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.194781094D+02
 0.157799411D+01  0.197225056D+01 -0.454129219D+00  0.346944695D-17  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.208416061D+02
 0.157900155D+01  0.202791877D+01 -0.440674812D+00  0.000000000D+00 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.220895004D+02
 0.157996607D+01  0.208308975D+01 -0.422717750D+00 -0.346944695D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.232080917D+02
 0.158087826D+01  0.213773904D+01 -0.400146455D+00 -0.346944695D-17  0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.241863613D+02
 0.158172870D+01  0.219184888D+01 -0.372920245D+00  0.346944695D-17  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.250177231D+02
 0.158250690D+01  0.224540861D+01 -0.341070503D+00  0.000000000D+00 -0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.256977863D+02
 0.158320117D+01  0.229841711D+01 -0.304678142D+00 -0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.262231865D+02
 0.158379746D+01  0.235088248D+01 -0.263863921D+00  0.000000000D+00  0.693889390D-17  0.867361738D-18  0.100000000D+01  0.265898266D+02
 0.158427882D+01  0.240282330D+01 -0.218778342D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.267907124D+02
 0.158462596D+01  0.245426798D+01 -0.169612691D+00 -0.346944695D-17 -0.346944695D-17  0.433680869D-18  0.100000000D+01  0.268149624D+02
 0.158481574D+01  0.250525515D+01 -0.116611153D+00 -0.346944695D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.266473160D+02
 0.158482206D+01  0.255583345D+01 -0.600949079D-01  0.346944695D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.262710552D+02
 0.158461845D+01  0.260605377D+01 -0.477758906D-03 -0.346944695D-17  0.346944695D-17  0.108420217D-18  0.100000000D+01  0.256678276D+02
 0.158418107D+01  0.265596557D+01  0.617040880D-01  0.000000000D+00  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.248145142D+02
 0.158348572D+01  0.270562166D+01  0.125764579D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.236798172D+02
 0.158251059D+01  0.275507681D+01  0.190763280D+00  0.346944695D-17  0.000000000D+00 -0.173472348D-17  0.100000000D+01  0.222262802D+02
 0.158124077D+01  0.280438292D+01  0.255417913D+00  0.000000000D+00  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.204158726D+02
 0.157967615D+01  0.285358094D+01  0.317961514D+00  0.000000000D+00  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.182223892D+02
 0.157784557D+01  0.290268467D+01  0.376170993D+00  0.346944695D-17 -0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.156438713D+02
 0.157583415D+01  0.295164527D+01  0.427401483D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.127093487D+02
 0.157380009D+01  0.300033319D+01  0.468972653D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.947865963D+01
 0.157199991D+01  0.304850744D+01  0.498460591D+00  0.433680869D-18  0.346944695D-17 -0.433680869D-18  0.100000000D+01  0.604690838D+01
 0.157081592D+01  0.309577597D+01  0.514404059D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.253432178D+01
 0.157078111D+01  0.314156234D+01  0.516668916D+00  0.216840434D-18 -0.325260652D-18  0.325260652D-18  0.100000000D+01  0.984205246D+00
 0.157074630D+01  0.318735038D+01  0.505457163D+00  0.433680869D-18  0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.449151659D+01
 0.156958163D+01  0.323466841D+01  0.480577439D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.798015594D+01
 0.156781364D+01  0.328292601D+01  0.442262053D+00  0.000000000D+00  0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.113787479D+02
 0.156582081D+01  0.333172034D+01  0.392199010D+00  0.000000000D+00  0.693889390D-17  0.867361738D-18  0.100000000D+01  0.145697899D+02
 0.156385672D+01  0.338080247D+01  0.332913309D+00  0.000000000D+00  0.346944695D-17 -0.867361738D-18  0.100000000D+01  0.174627781D+02
 0.156207836D+01  0.343003724D+01  0.267128229D+00  0.173472348D-17  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.200017510D+02
 0.156056881D+01  0.347937193D+01  0.197439358D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.221611023D+02
 0.155935609D+01  0.352881748D+01  0.126023084D+00  0.000000000D+00  0.346944695D-17 -0.433680869D-18  0.100000000D+01  0.239452667D+02
 0.155843914D+01  0.357841298D+01  0.545516312D-01  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.253826427D+02
 0.155780232D+01  0.362820893D+01 -0.157587565D-01  0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.265122929D+02
 0.155742311D+01  0.367825885D+01 -0.840439796D-01  0.000000000D+00  0.000000000D+00 -0.135525272D-19  0.100000000D+01  0.273721104D+02
 0.155727720D+01  0.372861478D+01 -0.149661571D+00  0.346944695D-17 -0.346944695D-17 -0.108420217D-18  0.100000000D+01  0.279924450D+02
 0.155733979D+01  0.377932534D+01 -0.212113738D+00 -0.346944695D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.283957825D+02
 0.155758441D+01  0.383044091D+01 -0.271002203D+00  0.000000000D+00 -0.693889390D-17 -0.433680869D-18  0.100000000D+01  0.285988426D+02
 0.155798447D+01  0.388200953D+01 -0.326015204D+00  0.000000000D+00 -0.693889390D-17  0.173472348D-17  0.100000000D+01  0.286173668D+02
 0.155851686D+01  0.393406948D+01 -0.376903623D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.284653988D+02
 0.155916154D+01  0.398664861D+01 -0.423464507D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.281529083D+02
 0.155990183D+01  0.403976484D+01 -0.465522915D+00 -0.138777878D-16  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.276853409D+02
 0.156072342D+01  0.409342627D+01 -0.502927184D+00 -0.138777878D-16  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.270651398D+02
 0.156161416D+01  0.414763121D+01 -0.535551965D+00  0.693889390D-17 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.262941608D+02
 0.156256366D+01  0.420236861D+01 -0.563320398D+00 -0.693889390D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.253743362D+02
 0.156356239D+01  0.425762045D+01 -0.586212993D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.243103085D+02
 0.156460071D+01  0.431336200D+01 -0.604292929D+00  0.000000000D+00 -0.173472348D-17  0.867361738D-18  0.100000000D+01  0.231101742D+02
 0.156567049D+01  0.436955756D+01 -0.617699325D+00  0.346944695D-17 -0.173472348D-17  0.000000000D+00  0.100000000D+01  0.217855568D+02
 0.156676507D+01  0.442616139D+01 -0.626665115D+00  0.346944695D-17 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.203497429D+02
 0.156787872D+01  0.448311827D+01 -0.631486714D+00 -0.693889390D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.188182983D+02
 0.156900668D+01  0.454036533D+01 -0.632489026D+00 -0.346944695D-17  0.433680869D-18 -0.867361738D-18  0.100000000D+01  0.172090359D+02
 0.157014441D+01  0.459783317D+01 -0.630098641D+00  0.000000000D+00 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.155425005D+02
 0.157128835D+01  0.465544787D+01 -0.624798954D+00  0.000000000D+00 -0.216840434D-18  0.433680869D-18  0.100000000D+01  0.138427191D+02
 0.157243454D+01  0.471313273D+01 -0.617090702D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.121417627D+02
 0.157357311D+01  0.477048963D+01 -0.607592583D+00  0.000000000D+00 -0.542101086D-19  0.000000000D+00  0.100000000D+01  0.104919472D+02
 0.157466304D+01  0.482555490D+01 -0.597081184D+00  0.173472348D-17  0.813151629D-19  0.000000000D+00  0.100000000D+01  0.894495297D+01
 0.157570445D+01  0.487840215D+01 -0.586195946D+00 -0.173472348D-17  0.542101086D-19  0.108420217D-18  0.100000000D+01  0.752909088D+01
 0.157669795D+01  0.492910960D+01 -0.575326681D+00  0.173472348D-17 -0.162630326D-18 -0.325260652D-18  0.100000000D+01  0.625511837D+01
 0.157764387D+01  0.497775935D+01 -0.564760864D+00  0.173472348D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.512791300D+01
 0.157854307D+01  0.502443614D+01 -0.554697931D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.414770555D+01
 0.157939613D+01  0.506922642D+01 -0.545258939D+00 -0.433680869D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.331146836D+01
